PACIENTU_SKAICIUS_VISO;APMOKAMU_PASLAUGU_SKAICIUS;SUMA_BALAIS_VISO;SUMA_VISO_eurai
16318;33385;732471,8;732471,8
FULL_PATH;LYGIS;REIKIA_RODYTI;STRAIPSNIS;KODAS;ID;REIKIA_DETALIZUOTI;PACIENTU_SKAICIUS1;APMOKAMU_PASLAUGU_SKAICIUS1;SUMA_BALAIS_VISO1;SUMA_VISO1_eurai;LAIKOTARPIS1;PAS_TIPAS1;PAS_LYGIS;SKBSTR_ID;REIKIA_DETALIZUOTI1;PAS_KODAS1;PAS_PAVAD1;BALO_VERTE1;BAZINE_KAINA_BALAIS1;PACIENTU_SKAICIUS2;APMOKAMU_PASLAUGU_SKAICIUS2;SUMA_BALAIS_VISO2;SUMA_VISO2_eurai
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-01;1;2;537;T;1608;Pulmonologo;1;15,26;21;22;335,72;335,72
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-01;1;2;537;T;1609;Radiologo;1;20,08;1;1;20,08;20,08
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-01;1;2;537;T;1610;Radiologo (kai atliekamas rentgenologinis tyrimas);1;15,26;925;1106;16877,56;16877,56
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-01;1;2;537;T;1617;Vaikø ligø gydytojo;1;15,26;23;23;350,98;350,98
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-01;1;2;537;T;1623;Vidaus ligø gydytojo;1;15,26;25;25;381,5;381,5
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-01;15;2;537;T;1659;Neurologo (profilaktinis sveikatos tikrinimas);1;8,3;4;4;33,2;33,2
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-01;15;2;537;T;1663;Otorinolaringologo (profilaktinis sveikatos tikrinimas);1;8,3;4;4;33,2;33,2
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-01;15;2;537;T;1667;Radiologo (profilaktinis sveikatos tikrinimas);1;8,3;1;1;8,3;8,3
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-01;15;2;537;T;1668;Radiologo (kai atliekamas rentgenologinis tyrimas) (profilaktinis sveikatos tikrinimas);1;8,3;114;115;954,5;954,5
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-01;85;2;537;T;3299;Endokrinologo (ilgalaikis stebëjimas);1;18,71;10;10;187,1;187,1
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-01;85;2;537;T;3307;Neurologo (ilgalaikis stebëjimas);1;15,26;19;19;289,94;289,94
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-01;85;2;537;T;3310;Onkologo chemoterapeuto (teikiama suaugusiesiems) (ilgalaikis stebëjimas);1;15,26;4;4;61,04;61,04
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-01;85;2;537;T;3317;Pulmonologo (ilgalaikis stebëjimas);1;15,26;8;8;122,08;122,08
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;1;2;537;T;1555;Endokrinologo;1;18,71;62;67;1253,57;1253,57
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;1;2;537;T;1559;Kardiologo;1;18,71;2;2;37,42;37,42
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;1;2;537;T;1576;Akuðerio ginekologo;1;15,26;2;2;30,52;30,52
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;1;2;537;T;1579;Chirurgo;1;15,26;12;12;183,12;183,12
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;1;2;537;T;1583;Echoskopuotojo;1;18,92;344;605;11446,6;11446,6
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;1;2;537;T;1584;Endoskopuotojo;1;18,92;47;47;889,24;889,24
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;1;2;537;T;1595;Neurologo;1;15,26;119;126;1922,76;1922,76
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;1;2;537;T;1598;Onkologo chemioterapeuto;1;15,26;26;26;396,76;396,76
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;1;2;537;T;1602;Ortopedo traumatologo;1;15,26;141;146;2227,96;2227,96
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;1;2;537;T;1603;Otorinolaringologo;1;15,26;104;105;1602,3;1602,3
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;1;2;537;T;1608;Pulmonologo;1;15,26;44;46;701,96;701,96
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;1;2;537;T;1609;Radiologo;1;20,08;1;1;20,08;20,08
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;1;2;537;T;1610;Radiologo (kai atliekamas rentgenologinis tyrimas);1;15,26;850;1002;15290,52;15290,52
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;1;2;537;T;1617;Vaikø ligø gydytojo;1;15,26;36;37;564,62;564,62
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;1;2;537;T;1623;Vidaus ligø gydytojo;1;15,26;42;42;640,92;640,92
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;15;2;537;T;1659;Neurologo (profilaktinis sveikatos tikrinimas);1;8,3;1;1;8,3;8,3
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;15;2;537;T;1663;Otorinolaringologo (profilaktinis sveikatos tikrinimas);1;8,3;2;2;16,6;16,6
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;15;2;537;T;1667;Radiologo (profilaktinis sveikatos tikrinimas);1;8,3;2;2;16,6;16,6
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;15;2;537;T;1668;Radiologo (kai atliekamas rentgenologinis tyrimas) (profilaktinis sveikatos tikrinimas);1;8,3;102;104;863,2;863,2
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;85;2;537;T;3299;Endokrinologo (ilgalaikis stebëjimas);1;18,71;8;8;149,68;149,68
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;85;2;537;T;3307;Neurologo (ilgalaikis stebëjimas);1;15,26;18;18;274,68;274,68
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;85;2;537;T;3310;Onkologo chemoterapeuto (teikiama suaugusiesiems) (ilgalaikis stebëjimas);1;15,26;1;1;15,26;15,26
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-02;85;2;537;T;3317;Pulmonologo (ilgalaikis stebëjimas);1;15,26;4;4;61,04;61,04
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;1;2;537;T;1555;Endokrinologo;1;18,71;75;78;1459,38;1459,38
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;1;2;537;T;1559;Kardiologo;1;18,71;2;2;37,42;37,42
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;1;2;537;T;1576;Akuðerio ginekologo;1;15,26;3;3;45,78;45,78
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;1;2;537;T;1579;Chirurgo;1;15,26;8;8;122,08;122,08
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;1;2;537;T;1583;Echoskopuotojo;1;18,92;311;546;10330,32;10330,32
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;1;2;537;T;1584;Endoskopuotojo;1;18,92;36;36;681,12;681,12
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;1;2;537;T;1595;Neurologo;1;15,26;147;149;2273,74;2273,74
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;1;2;537;T;1598;Onkologo chemioterapeuto;1;15,26;31;31;473,06;473,06
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;1;2;537;T;1602;Ortopedo traumatologo;1;15,26;172;181;2762,06;2762,06
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;1;2;537;T;1603;Otorinolaringologo;1;15,26;65;65;991,9;991,9
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;1;2;537;T;1608;Pulmonologo;1;15,26;24;24;366,24;366,24
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;1;2;537;T;1610;Radiologo (kai atliekamas rentgenologinis tyrimas);1;15,26;820;988;15076,88;15076,88
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;1;2;537;T;1612;Urologo;1;15,26;2;2;30,52;30,52
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;1;2;537;T;1617;Vaikø ligø gydytojo;1;15,26;33;33;503,58;503,58
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;1;2;537;T;1623;Vidaus ligø gydytojo;1;15,26;38;38;579,88;579,88
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;15;2;537;T;1659;Neurologo (profilaktinis sveikatos tikrinimas);1;8,3;1;1;8,3;8,3
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;15;2;537;T;1663;Otorinolaringologo (profilaktinis sveikatos tikrinimas);1;8,3;5;5;41,5;41,5
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;15;2;537;T;1668;Radiologo (kai atliekamas rentgenologinis tyrimas) (profilaktinis sveikatos tikrinimas);1;8,3;115;116;962,8;962,8
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;85;2;537;T;3299;Endokrinologo (ilgalaikis stebëjimas);1;18,71;10;10;187,1;187,1
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;85;2;537;T;3307;Neurologo (ilgalaikis stebëjimas);1;15,26;26;26;396,76;396,76
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;85;2;537;T;3310;Onkologo chemoterapeuto (teikiama suaugusiesiems) (ilgalaikis stebëjimas);1;15,26;4;4;61,04;61,04
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-03;85;2;537;T;3317;Pulmonologo (ilgalaikis stebëjimas);1;15,26;3;3;45,78;45,78
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;1;2;537;T;1555;Endokrinologo;1;18,71;76;78;1459,38;1459,38
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;1;2;537;T;1559;Kardiologo;1;18,71;4;4;74,84;74,84
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;1;2;537;T;1576;Akuðerio ginekologo;1;15,26;3;3;45,78;45,78
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;1;2;537;T;1579;Chirurgo;1;15,26;5;5;76,3;76,3
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;1;2;537;T;1583;Echoskopuotojo;1;18,92;349;595;11257,4;11257,4
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;1;2;537;T;1584;Endoskopuotojo;1;18,92;13;13;245,96;245,96
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;1;2;537;T;1595;Neurologo;1;15,26;132;135;2060,1;2060,1
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;1;2;537;T;1598;Onkologo chemioterapeuto;1;15,26;30;30;457,8;457,8
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;1;2;537;T;1602;Ortopedo traumatologo;1;15,26;167;173;2639,98;2639,98
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;1;2;537;T;1603;Otorinolaringologo;1;15,26;104;105;1602,3;1602,3
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;1;2;537;T;1608;Pulmonologo;1;15,26;50;51;778,26;778,26
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;1;2;537;T;1610;Radiologo (kai atliekamas rentgenologinis tyrimas);1;15,26;817;977;14909,02;14909,02
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;1;2;537;T;1612;Urologo;1;15,26;1;1;15,26;15,26
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;1;2;537;T;1617;Vaikø ligø gydytojo;1;15,26;20;21;320,46;320,46
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;1;2;537;T;1623;Vidaus ligø gydytojo;1;15,26;32;32;488,32;488,32
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;15;2;537;T;1663;Otorinolaringologo (profilaktinis sveikatos tikrinimas);1;8,3;1;1;8,3;8,3
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;15;2;537;T;1668;Radiologo (kai atliekamas rentgenologinis tyrimas) (profilaktinis sveikatos tikrinimas);1;8,3;99;100;830;830
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;85;2;537;T;3299;Endokrinologo (ilgalaikis stebëjimas);1;18,71;10;10;187,1;187,1
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;85;2;537;T;3307;Neurologo (ilgalaikis stebëjimas);1;15,26;6;6;91,56;91,56
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;85;2;537;T;3310;Onkologo chemoterapeuto (teikiama suaugusiesiems) (ilgalaikis stebëjimas);1;15,26;5;5;76,3;76,3
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;85;2;537;T;3317;Pulmonologo (ilgalaikis stebëjimas);1;15,26;2;2;30,52;30,52
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-04;85;2;537;T;3323;Vaikø kardiologo (ilgalaikis stebëjimas);1;18,71;1;1;18,71;18,71
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-05;1;2;537;T;1555;Endokrinologo;1;18,71;74;76;1421,96;1421,96
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-05;1;2;537;T;1559;Kardiologo;1;18,71;4;4;74,84;74,84
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-05;1;2;537;T;1576;Akuðerio ginekologo;1;15,26;2;2;30,52;30,52
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-05;1;2;537;T;1579;Chirurgo;1;15,26;7;7;106,82;106,82
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-05;1;2;537;T;1583;Echoskopuotojo;1;18,92;296;519;9819,48;9819,48
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-05;1;2;537;T;1584;Endoskopuotojo;1;18,92;37;38;718,96;718,96
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-05;1;2;537;T;1595;Neurologo;1;15,26;170;180;2746,8;2746,8
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-05;1;2;537;T;1598;Onkologo chemioterapeuto;1;15,26;19;19;289,94;289,94
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-05;1;2;537;T;1602;Ortopedo traumatologo;1;15,26;230;235;3586,1;3586,1
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-05;1;2;537;T;1603;Otorinolaringologo;1;15,26;79;80;1220,8;1220,8
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-05;1;2;537;T;1608;Pulmonologo;1;15,26;34;34;518,84;518,84
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-05;1;2;537;T;1610;Radiologo (kai atliekamas rentgenologinis tyrimas);1;15,26;961;1180;18006,8;18006,8
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-05;1;2;537;T;1617;Vaikø ligø gydytojo;1;15,26;17;18;274,68;274,68
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-05;1;2;537;T;1623;Vidaus ligø gydytojo;1;15,26;39;39;595,14;595,14
 > 01 > 0104 > 010401 > 01040101;4;T;                01040101 - gydytojø specialistø konsultacijoms;01040101;537;T;10980;25197;416123,75;416123,75;2019-05;15;2;537;T;1659;Neurologo (profilaktinis sveikatos tikrinimas);1;8,3;1;1;8,3;8,3
